"Time (s)","X (µT)","Y (µT)","Z (µT)"
3.024243046E2,1.561355591E0,4.319887161E1,8.758041382E0
3.024640426E2,4.661315918E0,4.196443176E1,4.811401367E0
3.025037806E2,8.503166199E0,4.100737000E1,1.906089783E0
3.025435186E2,1.254550171E1,4.111441422E1,-1.883506775E0
3.025832566E2,1.438344574E1,4.260395813E1,-4.087226868E0
3.026229940E2,1.391700745E1,4.412306213E1,-3.571685791E0
3.026627320E2,1.392176819E1,4.632788467E1,-2.356437683E0
3.027024700E2,1.404868317E1,5.468499756E1,-8.794120789E0
3.027422080E2,5.832969666E0,6.666638184E1,-2.135025787E1
3.027819460E2,-1.244720459E0,6.410621643E1,-2.105365753E1
3.028216840E2,-1.880729675E0,5.514273453E1,-1.697356415E1
3.028614220E2,1.333412170E0,4.853023148E1,-7.022514343E0
3.029011600E2,3.277862549E0,4.503045273E1,4.873809814E0
3.029408980E2,1.934051514E0,4.303292084E1,1.187787628E1
3.029806360E2,1.611007690E0,4.119969940E1,1.744317627E1
3.030203740E2,1.240165710E0,3.977645493E1,2.162583923E1
3.030601120E2,2.413024902E-1,3.768229675E1,2.556517792E1
3.030998500E2,-9.456367493E-1,3.586227798E1,2.881857300E1
3.031395880E2,-2.610103607E0,3.442596054E1,3.108875275E1
3.031793260E2,-3.548374176E0,3.416167450E1,3.168268585E1
3.032190640E2,-3.176959991E0,3.536029816E1,3.077555847E1
3.032588020E2,-2.673694611E0,3.880073929E1,2.614467621E1
3.032985400E2,-1.153301239E0,4.262947464E1,1.977496338E1
3.033382780E2,-5.537109375E-1,4.547636795E1,1.185141754E1
3.033780160E2,1.260978699E0,4.757100296E1,3.264923096E0
3.034177540E2,3.808448792E0,4.866895294E1,-3.888801575E0
3.034574920E2,4.671493530E0,4.878523636E1,-1.112595367E1
3.034972300E2,3.823097229E0,4.761174011E1,-1.572155762E1
3.035369680E2,3.584793091E0,4.697730255E1,-1.344458008E1
3.035767060E2,5.326904297E0,4.673981476E1,-7.132965088E0
3.036164438E2,7.325462341E0,4.634643555E1,-3.626373291E0
3.036561818E2,7.939941406E0,4.575390625E1,-5.530754089E0
3.036959198E2,7.372825623E0,4.539390182E1,-7.689865112E0
3.037356578E2,8.251113892E0,4.592747879E1,-3.884185791E0
3.037753958E2,7.748344421E0,4.618041992E1,-2.810035706E0
3.038151338E2,7.453643799E0,4.640793991E1,4.157943726E-1
3.038548718E2,7.130744934E0,4.589459991E1,8.658729553E0
3.038946098E2,5.326469421E0,4.487802505E1,1.339302063E1
3.039343478E2,5.025711060E0,4.373645782E1,1.844801331E1
3.039740858E2,3.781578064E0,4.181579590E1,2.306726074E1
3.040138238E2,2.338348389E0,3.982694244E1,2.722730255E1
3.040535618E2,6.222381592E-1,3.828379822E1,3.053900146E1
3.040932998E2,-1.085414886E0,3.791701889E1,3.123328400E1
3.041330378E2,-1.480789185E0,3.962226486E1,3.002226257E1
3.041727758E2,-2.114482880E0,4.349541855E1,2.551255035E1
3.042125138E2,-1.520889282E0,4.801113510E1,1.802816010E1
3.042522518E2,2.320098877E-1,5.008814240E1,1.055081940E1
3.042919898E2,2.593338013E0,5.181017685E1,1.511756897E0
3.043317278E2,6.832702637E0,5.262461090E1,-5.169364929E0
3.043714658E2,1.323065948E1,5.493843460E1,-1.361479950E1
