"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.372453336E0,-5.022235394E0,-1.114995575E1,-1.062413216E0
1.412453336E0,-1.754955864E1,-1.415264893E1,2.002493382E0
1.452453336E0,-1.292243862E1,-1.071266651E1,8.071588516E0
1.492453336E0,-1.559342670E1,-1.022512913E1,4.465306282E0
1.532453336E0,-2.527119827E1,-9.384351730E0,1.038485050E0
1.572453336E0,-1.263021564E1,-5.241477966E0,1.256919861E1
1.612453336E0,-1.805833244E1,-4.581357956E0,8.805886269E0
1.652453336E0,-7.863114357E0,-4.818546772E0,1.275015545E1
1.692453336E0,-5.513362408E0,-4.922634602E0,-2.278266191E0
1.732453336E0,8.347063065E0,-5.120341301E0,-1.409761333E1
1.772453336E0,1.473380566E0,-6.195915222E0,4.704887390E0
1.812453336E0,-7.424928665E0,-1.099771214E1,1.150947690E0
1.852453336E0,-4.189832687E0,-1.095224857E1,2.359622240E0
1.892453336E0,-6.541976929E0,-1.125523949E1,2.825624466E0
1.932453336E0,-8.648857117E0,-1.189472103E1,1.610967875E0
1.972453336E0,-5.816353798E0,-1.256201935E1,2.751147747E0
2.012453336E0,-7.342974544E-1,-5.098805904E0,1.534397483E0
2.052453336E0,4.153940201E0,-6.734898567E0,3.049353361E0
2.092453336E0,1.916351795E0,-1.319791222E1,6.550351977E-1
2.132453336E0,-6.816553473E-1,-8.560322762E0,8.459824562E0
2.172453336E0,-3.559622765E0,-2.676850700E1,6.816553473E-1
2.212453336E0,3.233899832E0,-4.838885784E0,1.015753269E0
2.252453336E0,3.685544968E0,-7.358827114E0,-1.687538147E0
2.292453336E0,3.422035456E0,-8.567501068E0,1.675574064E0
2.332453336E0,4.601696968E0,-8.152944565E0,7.677969933E-1
2.372453336E0,4.938187599E0,-8.771190643E0,2.053041935E0
2.412453336E0,4.938187599E0,-8.771190643E0,2.053041935E0
2.452453336E0,4.938187599E0,-8.771190643E0,2.053041935E0
2.492453336E0,4.938187599E0,-8.771190643E0,2.053041935E0
2.532453336E0,4.938187599E0,-8.771190643E0,2.053041935E0
