"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.143807796E1,-5.915222764E-1,-4.946999073E0,-7.254487276E-1
1.147836996E1,-9.007550478E-1,-6.251326084E0,-5.022410870E0
1.151866196E1,3.609327793E0,-7.261992693E-1,-3.816171169E0
1.155895296E1,1.532005221E-1,9.830255508E0,1.913929582E0
1.159924496E1,-1.467745662E0,3.499218464E0,3.097386360E0
1.163953696E1,-6.600216031E-1,6.293111444E-1,-1.545412421E0
1.167982896E1,-9.427775145E-1,-4.998935163E-1,-1.437742949E0
1.172012096E1,-2.723495245E0,-2.961156607E0,-2.537920952E0
1.176041129E1,-3.345648766E0,-3.274924517E0,-2.834686756E0
1.180070329E1,-3.392081976E0,-3.269104481E0,-2.837882996E0
1.184099529E1,-1.866809130E0,6.981049180E-1,-2.706634998E0
1.188128729E1,-4.399323463E0,1.028027439E1,-1.194220632E-1
1.192157829E1,-4.569171965E-1,2.015911579E0,5.095438957E0
1.196187029E1,1.509534836E0,-5.585803032E0,6.680674553E-1
1.200216229E1,2.516346216E0,-7.117341518E0,6.466577053E-1
1.204245429E1,2.426110506E0,-6.703777790E0,1.161439538E0
1.208274529E1,3.020841122E0,-3.257510662E0,-2.946656197E-2
1.212303729E1,-2.305263728E-1,6.070661545E0,-4.135669231E0
1.216332929E1,-1.923033297E-1,5.562470436E0,-2.313636780E0
1.220362129E1,5.098940849E0,-4.919664383E0,2.025121450E0
1.224391329E1,3.283578157E0,-4.569598198E0,6.472262144E-1
1.228420429E1,-3.515123367E0,-9.788735509E-1,-1.168699503E0
1.232449629E1,-5.543106556E0,8.100024462E-1,-1.729273796E-1
1.236478829E1,-5.125229836E0,-5.343950272E0,2.083527088E0
1.240508029E1,-2.933341026E0,-5.391729832E0,-1.513696432E0
1.244537229E1,-5.520846367E0,-3.542175770E0,2.574598193E-1
1.248566329E1,-6.821082234E-1,-9.843401313E-1,-1.202443838E0
1.252595529E1,-1.005744815E0,3.306981087E0,-1.290886283E0
1.256624729E1,3.703329265E-1,2.150556564E0,1.324497104E0
1.260653929E1,1.298999429E0,1.896232486E0,1.244123220E0
1.264683129E1,1.152065873E0,6.289562583E-1,-9.872025251E-2
1.268712229E1,2.561360002E-1,-8.062702417E-1,-7.122697774E-3
1.272741429E1,-3.544847965E-1,-1.129817486E0,2.053872943E-1
1.276770621E1,3.070018487E-3,1.417503208E-1,4.609164894E-1
1.280799821E1,5.691926479E-1,1.820818186E0,4.973916411E-1
1.284829021E1,3.908341825E-1,2.324388027E0,4.618609846E-1
1.288858121E1,-1.626936048E-1,1.584353089E0,6.899312139E-2
1.292887321E1,-7.117480040E-2,4.014561325E-2,8.834012784E-3
1.296916521E1,1.682820469E-1,-6.332014203E-1,-6.291204691E-2
1.300945721E1,-2.375434525E-2,-4.729419053E-1,1.777261682E-2
1.304974921E1,-6.758545339E-2,-6.063449979E-1,-6.540323049E-2
1.309004021E1,-1.398788486E-2,-5.864198208E-1,-1.053553745E-1
1.313033221E1,1.987858862E-2,-2.561949492E-1,-2.751751244E-2
1.317062421E1,1.008359995E-2,9.447807819E-2,6.054715440E-2
1.321091621E1,8.046241105E-2,6.128917933E-1,9.688538313E-2
1.325120821E1,1.694438905E-1,5.386618376E-1,9.213879704E-2
1.329149921E1,2.653957903E-1,3.530586362E-1,9.589456767E-2
1.333179121E1,2.062244415E-1,7.713760734E-1,1.447429061E-1
